country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
United States,2008,male,5-14 years,154,21074651,0.73,United States2008,0.91,"14,718,582,000,000",52128,Generation Z
United States,2008,female,5-14 years,68,20113575,0.34,United States2008,0.91,"14,718,582,000,000",52128,Generation Z
United States,2009,male,75+ years,2552,7168575,35.6,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,male,35-54 years,11613,42932194,27.05,United States2009,0.91,"14,418,739,000,000",50563,Boomers
United States,2009,male,55-74 years,6851,26664733,25.69,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,male,25-34 years,4293,20205941,21.25,United States2009,0.91,"14,418,739,000,000",50563,Generation X
United States,2009,male,15-24 years,3595,22343137,16.09,United States2009,0.91,"14,418,739,000,000",50563,Millenials
United States,2009,female,35-54 years,3664,42836835,8.55,United States2009,0.91,"14,418,739,000,000",50563,Boomers
United States,2009,female,55-74 years,1875,29296258,6.4,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,female,25-34 years,1027,19992900,5.14,United States2009,0.91,"14,418,739,000,000",50563,Generation X
United States,2009,female,15-24 years,776,21299140,3.64,United States2009,0.91,"14,418,739,000,000",50563,Millenials
United States,2009,female,75+ years,389,11101144,3.5,United States2009,0.91,"14,418,739,000,000",50563,Silent
United States,2009,male,5-14 years,175,21139852,0.83,United States2009,0.91,"14,418,739,000,000",50563,Generation Z
United States,2009,female,5-14 years,90,20181953,0.45,United States2009,0.91,"14,418,739,000,000",50563,Generation Z
United States,2015,male,75+ years,3171,8171136,38.81,United States2015,0.92,"18,120,714,000,000",60387,Silent
United States,2015,male,55-74 years,9068,32264697,28.11,United States2015,0.92,"18,120,714,000,000",60387,Boomers
United States,2015,male,35-54 years,11634,41658010,27.93,United States2015,0.92,"18,120,714,000,000",60387,Generation X
United States,2015,male,25-34 years,5503,22137097,24.86,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,male,15-24 years,4359,22615073,19.27,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,female,35-54 years,4053,41531809,9.76,United States2015,0.92,"18,120,714,000,000",60387,Generation X
United States,2015,female,55-74 years,2872,35115610,8.18,United States2015,0.92,"18,120,714,000,000",60387,Boomers
United States,2015,female,25-34 years,1444,21555712,6.7,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,female,15-24 years,1132,21633813,5.23,United States2015,0.92,"18,120,714,000,000",60387,Millenials
United States,2015,female,75+ years,540,11778666,4.58,United States2015,0.92,"18,120,714,000,000",60387,Silent
United States,2015,male,5-14 years,255,21273987,1.2,United States2015,0.92,"18,120,714,000,000",60387,Generation Z
United States,2015,female,5-14 years,158,20342901,0.78,United States2015,0.92,"18,120,714,000,000",60387,Generation Z
Japan,1985,male,75+ years,1340,1791000,74.82,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,female,75+ years,1553,2862400,54.26,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,male,55-74 years,3763,8996900,41.83,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,male,35-54 years,6962,17833300,39.04,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Silent
Japan,1985,male,25-34 years,1982,8465800,23.41,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Boomers
Japan,1985,female,55-74 years,2543,11024900,23.07,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,G.I. Generation
Japan,1985,female,35-54 years,2582,17953700,14.38,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Silent
Japan,1985,male,15-24 years,1139,8728500,13.05,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1985,female,25-34 years,817,8321600,9.82,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Boomers
Japan,1985,female,15-24 years,491,8366600,5.87,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1985,male,5-14 years,59,9423300,0.63,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1985,female,5-14 years,26,9041200,0.29,Japan1985,0.7909999999999999,"1,398,892,744,821",12401,Generation X
Japan,1990,male,75+ years,1405,2232400,62.94,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,female,75+ years,1814,3736000,48.55,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,male,55-74 years,3654,10761800,33.95,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,male,35-54 years,4822,18296000,26.36,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Silent
Japan,1990,female,55-74 years,2607,12588300,20.71,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,G.I. Generation
Japan,1990,male,25-34 years,1462,7927600,18.44,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Boomers
Japan,1990,female,35-54 years,2184,18325800,11.92,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Silent
Japan,1990,male,15-24 years,875,9545600,9.17,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1990,female,25-34 years,698,7761900,8.99,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Boomers
Japan,1990,female,15-24 years,434,9143500,4.75,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1990,male,5-14 years,30,8168200,0.37,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1990,female,5-14 years,17,7764300,0.22,Japan1990,0.8140000000000001,"3,132,817,652,848",26949,Generation X
Japan,1995,male,75+ years,1358,2553900,53.17,Japan1995,0.838,"5,449,116,304,981",46043,G.I. Generation
Japan,1995,male,55-74 years,4429,12402300,35.71,Japan1995,0.838,"5,449,116,304,981",46043,Silent
Japan,1995,female,75+ years,1582,4592800,34.45,Japan1995,0.838,"5,449,116,304,981",46043,G.I. Generation
Japan,1995,male,35-54 years,5507,18054500,30.5,Japan1995,0.838,"5,449,116,304,981",46043,Boomers
Japan,1995,male,25-34 years,1692,8404400,20.13,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,female,55-74 years,2426,14003800,17.32,Japan1995,0.838,"5,449,116,304,981",46043,Silent
Japan,1995,male,15-24 years,1050,9332000,11.25,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,female,35-54 years,1984,17984000,11.03,Japan1995,0.838,"5,449,116,304,981",46043,Boomers
Japan,1995,female,25-34 years,667,8178700,8.16,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,female,15-24 years,488,8925300,5.47,Japan1995,0.838,"5,449,116,304,981",46043,Generation X
Japan,1995,male,5-14 years,43,7125500,0.6,Japan1995,0.838,"5,449,116,304,981",46043,Millenials
Japan,1995,female,5-14 years,23,6792300,0.34,Japan1995,0.838,"5,449,116,304,981",46043,Millenials
Japan,2000,male,55-74 years,7988,14034032,56.92,Japan2000,0.857,"4,887,519,660,745",40813,Silent
Japan,2000,male,75+ years,1619,3187143,50.8,Japan2000,0.857,"4,887,519,660,745",40813,G.I. Generation
Japan,2000,male,35-54 years,8023,17540437,45.74,Japan2000,0.857,"4,887,519,660,745",40813,Boomers
Japan,2000,female,75+ years,1796,5792695,31.0,Japan2000,0.857,"4,887,519,660,745",40813,G.I. Generation
Japan,2000,male,25-34 years,2454,9260089,26.5,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,female,55-74 years,3032,15357610,19.74,Japan2000,0.857,"4,887,519,660,745",40813,Silent
Japan,2000,male,15-24 years,1273,8063415,15.79,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,female,35-54 years,2172,17380248,12.5,Japan2000,0.857,"4,887,519,660,745",40813,Boomers
Japan,2000,female,25-34 years,1027,8975013,11.44,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,female,15-24 years,531,7669997,6.92,Japan2000,0.857,"4,887,519,660,745",40813,Generation X
Japan,2000,male,5-14 years,58,6401260,0.91,Japan2000,0.857,"4,887,519,660,745",40813,Millenials
Japan,2000,female,5-14 years,16,6090721,0.26,Japan2000,0.857,"4,887,519,660,745",40813,Millenials
Japan,2005,male,55-74 years,8005,15797130,50.67,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,male,35-54 years,8073,16566953,48.73,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Boomers
Japan,2005,male,75+ years,1858,4288706,43.32,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,male,25-34 years,2862,8984855,31.85,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Generation X
Japan,2005,female,75+ years,1600,7307828,21.89,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,male,15-24 years,1243,7043709,17.65,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2005,female,55-74 years,2786,17011318,16.38,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Silent
Japan,2005,female,25-34 years,1140,8705334,13.1,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Generation X
Japan,2005,female,35-54 years,2114,16388567,12.9,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Boomers
Japan,2005,female,15-24 years,643,6672938,9.64,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2005,male,5-14 years,29,6095375,0.48,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2005,female,5-14 years,16,5794794,0.28,Japan2005,0.8740000000000001,"4,755,410,630,912",39412,Millenials
Japan,2010,male,55-74 years,7466,16402437,45.52,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,male,35-54 years,7351,17131261,42.91,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,male,75+ years,2188,5345432,40.93,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,male,25-34 years,2543,7822984,32.51,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,male,15-24 years,1315,6324856,20.79,Japan2010,0.884,"5,700,098,114,744",47059,Millenials
Japan,2010,female,75+ years,1686,8804107,19.15,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,female,55-74 years,2879,17525806,16.43,Japan2010,0.884,"5,700,098,114,744",47059,Silent
Japan,2010,female,35-54 years,2404,16781836,14.33,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,female,25-34 years,1008,7545642,13.36,Japan2010,0.884,"5,700,098,114,744",47059,Generation X
Japan,2010,female,15-24 years,508,6008624,8.45,Japan2010,0.884,"5,700,098,114,744",47059,Millenials
Japan,2010,male,5-14 years,42,5855595,0.72,Japan2010,0.884,"5,700,098,114,744",47059,Generation Z
Japan,2010,female,5-14 years,21,5578687,0.38,Japan2010,0.884,"5,700,098,114,744",47059,Generation Z
Japan,2011,male,55-74 years,6858,16343000,41.96,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Boomers
Japan,2011,male,35-54 years,6975,17224000,40.5,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation X
Japan,2011,male,75+ years,2188,5570000,39.28,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Silent
Japan,2011,male,25-34 years,2404,7588000,31.68,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,male,15-24 years,1304,6246000,20.88,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,female,75+ years,1754,9092000,19.29,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Silent
Japan,2011,female,55-74 years,2883,17447000,16.52,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Boomers
Japan,2011,female,35-54 years,2598,16861000,15.41,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation X
Japan,2011,female,25-34 years,1112,7314000,15.2,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,female,15-24 years,616,5931000,10.39,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials
Japan,2011,male,5-14 years,52,5792000,0.9,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation Z
Japan,2011,female,5-14 years,22,5519000,0.4,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation Z
Japan,2012,male,75+ years,2262,5783000,39.11,Japan2012,0.888,"6,203,213,121,334",51379,Silent
Japan,2012,male,55-74 years,6134,16254000,37.74,Japan2012,0.888,"6,203,213,121,334",51379,Boomers
Japan,2012,male,35-54 years,6413,17318000,37.03,Japan2012,0.888,"6,203,213,121,334",51379,Generation X
Japan,2012,male,25-34 years,2244,7384000,30.39,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,male,15-24 years,1294,6185000,20.92,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,female,75+ years,1612,9362000,17.22,Japan2012,0.888,"6,203,213,121,334",51379,Silent
Japan,2012,female,55-74 years,2636,17342000,15.2,Japan2012,0.888,"6,203,213,121,334",51379,Boomers
Japan,2012,female,35-54 years,2242,16937000,13.24,Japan2012,0.888,"6,203,213,121,334",51379,Generation X
Japan,2012,female,25-34 years,931,7110000,13.09,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,female,15-24 years,495,5873000,8.43,Japan2012,0.888,"6,203,213,121,334",51379,Millenials
Japan,2012,male,5-14 years,55,5729000,0.96,Japan2012,0.888,"6,203,213,121,334",51379,Generation Z
Japan,2012,female,5-14 years,20,5458000,0.37,Japan2012,0.888,"6,203,213,121,334",51379,Generation Z
Japan,2013,male,75+ years,2362,5964000,39.6,Japan2013,0.89,"5,155,717,056,271",42781,Silent
Japan,2013,male,35-54 years,6333,17367000,36.47,Japan2013,0.89,"5,155,717,056,271",42781,Generation X
Japan,2013,male,55-74 years,5908,16202000,36.46,Japan2013,0.89,"5,155,717,056,271",42781,Boomers
Japan,2013,male,25-34 years,2178,7186000,30.31,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,male,15-24 years,1242,6143000,20.22,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,female,75+ years,1713,9588000,17.87,Japan2013,0.89,"5,155,717,056,271",42781,Silent
Japan,2013,female,55-74 years,2604,17279000,15.07,Japan2013,0.89,"5,155,717,056,271",42781,Boomers
Japan,2013,female,35-54 years,2242,16974000,13.21,Japan2013,0.89,"5,155,717,056,271",42781,Generation X
Japan,2013,female,25-34 years,850,6913000,12.3,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,female,15-24 years,467,5834000,8.0,Japan2013,0.89,"5,155,717,056,271",42781,Millenials
Japan,2013,male,5-14 years,58,5666000,1.02,Japan2013,0.89,"5,155,717,056,271",42781,Generation Z
Japan,2013,female,5-14 years,34,5398000,0.63,Japan2013,0.89,"5,155,717,056,271",42781,Generation Z
Japan,2014,male,75+ years,2254,6104000,36.93,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Silent
Japan,2014,male,55-74 years,5477,16213000,33.78,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Boomers
Japan,2014,male,35-54 years,5710,17365000,32.88,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation X
Japan,2014,male,25-34 years,2131,7007000,30.41,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,male,15-24 years,1180,6110000,19.31,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,female,75+ years,1587,9761000,16.26,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Silent
Japan,2014,female,55-74 years,2512,17288000,14.53,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Boomers
Japan,2014,female,35-54 years,2158,16959000,12.72,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation X
Japan,2014,female,25-34 years,814,6734000,12.09,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,female,15-24 years,432,5803000,7.44,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Millenials
Japan,2014,male,5-14 years,68,5596000,1.22,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation Z
Japan,2014,female,5-14 years,34,5334000,0.64,Japan2014,0.8909999999999999,"4,850,413,536,038",40328,Generation Z
Japan,1986,male,75+ years,1488,1889000,78.77,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,female,75+ years,1801,3049000,59.07,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,male,55-74 years,4171,9374000,44.5,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,male,35-54 years,7298,18094000,40.33,Japan1986,,"2,078,953,333,674",18288,Silent
Japan,1986,female,55-74 years,2877,11355000,25.34,Japan1986,,"2,078,953,333,674",18288,G.I. Generation
Japan,1986,male,25-34 years,2057,8197000,25.09,Japan1986,,"2,078,953,333,674",18288,Boomers
Japan,1986,female,35-54 years,2787,18183000,15.33,Japan1986,,"2,078,953,333,674",18288,Silent
Japan,1986,male,15-24 years,1263,8931000,14.14,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1986,female,25-34 years,936,8051000,11.63,Japan1986,,"2,078,953,333,674",18288,Boomers
Japan,1986,female,15-24 years,680,8548000,7.96,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1986,male,5-14 years,73,9231000,0.79,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1986,female,5-14 years,53,8777000,0.6,Japan1986,,"2,078,953,333,674",18288,Generation X
Japan,1987,male,75+ years,1446,1982000,72.96,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,female,75+ years,1718,3230000,53.19,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,male,55-74 years,3988,9718000,41.04,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,male,35-54 years,6688,18218000,36.71,Japan1987,,"2,532,808,573,157",22137,Silent
Japan,1987,female,55-74 years,2938,11656000,25.21,Japan1987,,"2,532,808,573,157",22137,G.I. Generation
Japan,1987,male,25-34 years,1904,8031000,23.71,Japan1987,,"2,532,808,573,157",22137,Boomers
Japan,1987,female,35-54 years,2496,18301000,13.64,Japan1987,,"2,532,808,573,157",22137,Silent
Japan,1987,male,15-24 years,1065,9167000,11.62,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1987,female,25-34 years,782,7874000,9.93,Japan1987,,"2,532,808,573,157",22137,Boomers
Japan,1987,female,15-24 years,569,8757000,6.5,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1987,male,5-14 years,52,8959000,0.58,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1987,female,5-14 years,17,8523000,0.2,Japan1987,,"2,532,808,573,157",22137,Generation X
Japan,1988,male,75+ years,1490,2064000,72.19,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,female,75+ years,1865,3398000,54.89,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,male,55-74 years,3851,10062000,38.27,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,male,35-54 years,6087,18287000,33.29,Japan1988,,"3,071,683,013,179",26687,Silent
Japan,1988,female,55-74 years,2853,11962000,23.85,Japan1988,,"3,071,683,013,179",26687,G.I. Generation
Japan,1988,male,25-34 years,1736,7938000,21.87,Japan1988,,"3,071,683,013,179",26687,Boomers
Japan,1988,female,35-54 years,2438,18354000,13.28,Japan1988,,"3,071,683,013,179",26687,Silent
Japan,1988,male,15-24 years,973,9391000,10.36,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1988,female,25-34 years,721,7769000,9.28,Japan1988,,"3,071,683,013,179",26687,Boomers
Japan,1988,female,15-24 years,583,8959000,6.51,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1988,male,5-14 years,49,8669000,0.57,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1988,female,5-14 years,30,8248000,0.36,Japan1988,,"3,071,683,013,179",26687,Generation X
Japan,1989,male,75+ years,1463,2153000,67.95,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,female,75+ years,1844,3577000,51.55,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,male,55-74 years,3676,10384000,35.4,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,male,35-54 years,5161,18310000,28.19,Japan1989,,"3,054,914,166,263",26389,Silent
Japan,1989,female,55-74 years,2786,12244000,22.75,Japan1989,,"3,054,914,166,263",26389,G.I. Generation
Japan,1989,male,25-34 years,1582,7931000,19.95,Japan1989,,"3,054,914,166,263",26389,Boomers
Japan,1989,female,35-54 years,2306,18362000,12.56,Japan1989,,"3,054,914,166,263",26389,Silent
Japan,1989,male,15-24 years,928,9573000,9.69,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1989,female,25-34 years,725,7749000,9.36,Japan1989,,"3,054,914,166,263",26389,Boomers
Japan,1989,female,15-24 years,479,9119000,5.25,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1989,male,5-14 years,36,8384000,0.43,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1989,female,5-14 years,27,7980000,0.34,Japan1989,,"3,054,914,166,263",26389,Generation X
Japan,1991,male,75+ years,1354,2311000,58.59,Japan1991,0.821,"3,584,420,077,101",30688,G.I. Generation
Japan,1991,female,75+ years,1687,3912000,43.12,Japan1991,0.821,"3,584,420,077,101",30688,G.I. Generation
Japan,1991,male,55-74 years,3779,11126000,33.97,Japan1991,0.821,"3,584,420,077,101",30688,Silent
